0,0.83615529331281
1,0.09988028048571918
4,0.007012142979305627
3,0.011800923550538737
12,0.0015392508978963571
2,0.022917735590901316
9,0.0017102787754403968
5,0.004275696938600992
19,0.0003420557550880794
7,0.002052334530528476
6,0.0018813066529844364
10,0.0008551393877201984
21,0.0006841115101761587
15,0.0008551393877201984
8,0.0015392508978963571
35,0.0003420557550880794
13,0.001026167265264238
27,0.0003420557550880794
49,0.0003420557550880794
23,0.0006841115101761587
11,0.0011971951428082776
14,0.000513083632632119
32,0.0003420557550880794
16,0.0006841115101761587
17,0.0003420557550880794
43,0.0003420557550880794
41,0.0003420557550880794
-1,0.0001718213058419244
